"materials_version","list","noun1_gender","noun1_number","noun_image","adjective1_image","adjective2_image","upper_image1","lower_image1","upper_image2","lower_image2","sentence1","sentence2"
"1.2.1","List 1: singular, plural","masculine","singular","hat.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Ze gor es baratezu.","Ze gor es carezu."
"1.2.1","List 1: singular, plural","masculine","plural","hat_2.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Zer gor son limpiezur.","Zer gor son suciezur."
"1.2.1","List 1: singular, plural","masculine","singular","hat.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Ze gor es cortezu.","Ze gor es larguezu."
"1.2.1","List 1: singular, plural","masculine","plural","hat_2.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Zer gor son novezur.","Zer gor son vejezur."
"1.2.1","List 1: singular, plural","masculine","singular","hat.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Ze gor es amarillezu.","Ze gor es rojezu."
"1.2.1","List 1: singular, plural","masculine","plural","hat_2.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Zer gor son pequenezur.","Zer gor son grandezur."
"1.2.1","List 1: singular, plural","masculine","singular","closet.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Ze roper es baratezu.","Ze roper es carezu."
"1.2.1","List 1: singular, plural","masculine","plural","closet_2.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Zer roper son limpiezur.","Zer roper son suciezur."
"1.2.1","List 1: singular, plural","masculine","singular","closet.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Ze roper es cortezu.","Ze roper es larguezu."
"1.2.1","List 1: singular, plural","masculine","plural","closet_2.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Zer roper son novezur.","Zer roper son vejezur."
"1.2.1","List 1: singular, plural","masculine","singular","closet.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Ze roper es amarillezu.","Ze roper es rojezu."
"1.2.1","List 1: singular, plural","masculine","plural","closet_2.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Zer roper son pequenezur.","Zer roper son grandezur."
"1.2.1","List 1: singular, plural","masculine","singular","watch.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Ze reloj es baratezu.","Ze reloj es carezu."
"1.2.1","List 1: singular, plural","masculine","plural","watch_3.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Zer reloj son limpiezur.","Zer reloj son suciezur."
"1.2.1","List 1: singular, plural","masculine","singular","watch.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Ze reloj es cortezu.","Ze reloj es larguezu."
"1.2.1","List 1: singular, plural","masculine","plural","watch_3.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Zer reloj son novezur.","Zer reloj son vejezur."
"1.2.1","List 1: singular, plural","masculine","singular","watch.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Ze reloj es amarillezu.","Ze reloj es rojezu."
"1.2.1","List 1: singular, plural","masculine","plural","watch_3.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Zer reloj son pequenezur.","Zer reloj son grandezur."
"1.2.1","List 1: singular, plural","masculine","singular","truck.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Ze camion es baratezu.","Ze camion es carezu."
"1.2.1","List 1: singular, plural","masculine","plural","truck_3.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Zer camion son limpiezur.","Zer camion son suciezur."
"1.2.1","List 1: singular, plural","masculine","singular","truck.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Ze camion es cortezu.","Ze camion es larguezu."
"1.2.1","List 1: singular, plural","masculine","plural","truck_3.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Zer camion son novezur.","Zer camion son vejezur."
"1.2.1","List 1: singular, plural","masculine","singular","truck.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Ze camion es amarillezu.","Ze camion es rojezu."
"1.2.1","List 1: singular, plural","masculine","plural","truck_3.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Zer camion son pequenezur.","Zer camion son grandezur."
"1.2.1","List 1: singular, plural","masculine","singular","pencil.png","expensive.png","cheap.png","NA.png","NA.png","NA.png","NA.png","Ze lapiz es baratezu.","Ze lapiz es carezu."
"1.2.1","List 1: singular, plural","masculine","plural","pencil_3.png","clean.png","dirty.png","NA.png","NA.png","NA.png","NA.png","Zer lapiz son limpiezur.","Zer lapiz son suciezur."
"1.2.1","List 1: singular, plural","masculine","singular","pencil.png","short.png","long.png","NA.png","NA.png","NA.png","NA.png","Ze lapiz es cortezu.","Ze lapiz es larguezu."
"1.2.1","List 1: singular, plural","masculine","plural","pencil_3.png","new.png","old.png","NA.png","NA.png","NA.png","NA.png","Zer lapiz son novezur.","Zer lapiz son vejezur."
"1.2.1","List 1: singular, plural","masculine","singular","pencil.png","yellow.png","red.png","NA.png","NA.png","NA.png","NA.png","Ze lapiz es amarillezu.","Ze lapiz es rojezu."
"1.2.1","List 1: singular, plural","masculine","plural","pencil_3.png","small.png","big.png","NA.png","NA.png","NA.png","NA.png","Zer lapiz son pequenezur.","Zer lapiz son grandezur."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","street.png","truck.png","street.png","knife_2.png","Je calle es arriba ze camion.","Je calle es arriba zer cuchil."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","truck.png","knife.png","truck.png","hat_3.png","Ze camion es arriba ze cuchil.","Ze camion es arriba zer gor."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","knife.png","hat.png","knife.png","pencil_2.png","Ze cuchil es arriba ze gor.","Ze cuchil es arriba zer lapiz."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","hat.png","pencil.png","hat.png","key_3.png","Ze gor es arriba ze lapiz.","Ze gor es arriba jer llave."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","pencil.png","key.png","pencil.png","bag_2.png","Ze lapiz es arriba je llave.","Ze lapiz es arriba jer mochil."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","key.png","bag.png","key.png","wall_3.png","Je llave es arriba je mochil.","Je llave es arriba jer pared."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","bag.png","wall.png","bag.png","watch_2.png","Je mochil es arriba je pared.","Je mochil es arriba zer reloj."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","wall.png","watch.png","wall.png","closet_3.png","Je pared es arriba ze reloj.","Je pared es arriba zer roper."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","watch.png","closet.png","watch.png","cup_2.png","Ze reloj es arriba ze roper.","Ze reloj es arriba jer taz."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","closet.png","cup.png","closet.png","window_3.png","Ze roper es arriba je taz.","Ze roper es arriba jer ventan."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","cup.png","window.png","cup.png","street_2.png","Je taz es arriba je ventan.","Je taz es arriba jer calle."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","window.png","street.png","window.png","truck_3.png","Je ventan es arriba je calle.","Je ventan es arriba zer camion."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","knife_2.png","street.png","hat.png","street.png","Je calle es abajo zer cuchil.","Je calle es abajo ze gor."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","hat_3.png","truck.png","pencil.png","truck.png","Ze camion es abajo zer gor.","Ze camion es abajo ze lapiz."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","pencil_2.png","knife.png","key.png","knife.png","Ze cuchil es abajo zer lapiz.","Ze cuchil es abajo je llave."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","key_3.png","hat.png","bag.png","hat.png","Ze gor es abajo jer llave.","Ze gor es abajo je mochil."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","bag_2.png","pencil.png","wall.png","pencil.png","Ze lapiz es abajo jer mochil.","Ze lapiz es abajo je pared."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","wall_3.png","key.png","watch.png","key.png","Je llave es abajo jer pared.","Je llave es abajo ze reloj."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","watch_2.png","bag.png","closet.png","bag.png","Je mochil es abajo zer reloj.","Je mochil es abajo ze roper."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","closet_3.png","wall.png","cup.png","wall.png","Je pared es abajo zer roper.","Je pared es abajo je taz."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","cup_2.png","watch.png","window.png","watch.png","Ze reloj es abajo jer taz.","Ze reloj es abajo je ventan."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","window_3.png","closet.png","street.png","closet.png","Ze roper es abajo jer ventan.","Ze roper es abajo je calle."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","street_2.png","cup.png","truck.png","cup.png","Je taz es abajo jer calle.","Je taz es abajo ze camion."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","truck_3.png","window.png","knife.png","window.png","Je ventan es abajo zer camion.","Je ventan es abajo ze cuchil."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","street.png","hat.png","street.png","pencil_2.png","Je calle es arriba ze gor.","Je calle es arriba zer lapiz."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","truck.png","pencil.png","truck.png","key_3.png","Ze camion es arriba ze lapiz.","Ze camion es arriba jer llave."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","knife.png","key.png","knife.png","bag_2.png","Ze cuchil es arriba je llave.","Ze cuchil es arriba jer mochil."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","hat.png","bag.png","hat.png","wall_3.png","Ze gor es arriba je mochil.","Ze gor es arriba jer pared."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","pencil.png","wall.png","pencil.png","watch_2.png","Ze lapiz es arriba je pared.","Ze lapiz es arriba zer reloj."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","key.png","watch.png","key.png","closet_3.png","Je llave es arriba ze reloj.","Je llave es arriba zer roper."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","bag.png","closet.png","bag.png","cup_2.png","Je mochil es arriba ze roper.","Je mochil es arriba jer taz."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","wall.png","cup.png","wall.png","window_3.png","Je pared es arriba je taz.","Je pared es arriba jer ventan."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","watch.png","window.png","watch.png","street_2.png","Ze reloj es arriba je ventan.","Ze reloj es arriba jer calle."
"1.2.1","","masculine","singular","NA.png","NA.png","NA.png","closet.png","street.png","closet.png","truck_3.png","Ze roper es arriba je calle.","Ze roper es arriba zer camion."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","cup.png","truck.png","cup.png","knife_2.png","Je taz es arriba ze camion.","Je taz es arriba zer cuchil."
"1.2.1","","feminine","singular","NA.png","NA.png","NA.png","window.png","knife.png","window.png","hat_3.png","Je ventan es arriba ze cuchil.","Je ventan es arriba zer gor."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","pencil_2.png","street_2.png","key.png","street_2.png","Jer calle son abajo zer lapiz.","Jer calle son abajo je llave."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","key_3.png","truck_2.png","bag.png","truck_2.png","Zer camion son abajo jer llave.","Zer camion son abajo je mochil."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","bag_2.png","knife_2.png","wall.png","knife_2.png","Zer cuchil son abajo jer mochil.","Zer cuchil son abajo je pared."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","wall_3.png","hat_2.png","watch.png","hat_2.png","Zer gor son abajo jer pared.","Zer gor son abajo ze reloj."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","watch_2.png","pencil_2.png","closet.png","pencil_2.png","Zer lapiz son abajo zer reloj.","Zer lapiz son abajo ze roper."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","closet_3.png","key_2.png","cup.png","key_2.png","Jer llave son abajo zer roper.","Jer llave son abajo je taz."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","cup_2.png","bag_2.png","window.png","bag_2.png","Jer mochil son abajo jer taz.","Jer mochil son abajo je ventan."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","window_3.png","wall_2.png","street.png","wall_2.png","Jer pared son abajo jer ventan.","Jer pared son abajo je calle."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","street_2.png","watch_2.png","truck.png","watch_2.png","Zer reloj son abajo jer calle.","Zer reloj son abajo ze camion."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","truck_3.png","closet_2.png","knife.png","closet_2.png","Zer roper son abajo zer camion.","Zer roper son abajo ze cuchil."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","knife_2.png","cup_2.png","hat.png","cup_2.png","Jer taz son abajo zer cuchil.","Jer taz son abajo ze gor."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","hat_3.png","window_2.png","pencil.png","window_2.png","Jer ventan son abajo zer gor.","Jer ventan son abajo ze lapiz."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","street_2.png","key.png","street_2.png","bag_2.png","Jer calle son arriba je llave.","Jer calle son arriba jer mochil."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","truck_2.png","bag.png","truck_2.png","wall_3.png","Zer camion son arriba je mochil.","Zer camion son arriba jer pared."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","knife_2.png","wall.png","knife_2.png","watch_2.png","Zer cuchil son arriba je pared.","Zer cuchil son arriba zer reloj."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","hat_2.png","watch.png","hat_2.png","closet_3.png","Zer gor son arriba ze reloj.","Zer gor son arriba zer roper."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","pencil_2.png","closet.png","pencil_2.png","cup_2.png","Zer lapiz son arriba ze roper.","Zer lapiz son arriba jer taz."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","key_2.png","cup.png","key_2.png","window_3.png","Jer llave son arriba je taz.","Jer llave son arriba jer ventan."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","bag_3.png","window.png","bag_3.png","street_2.png","Jer mochil son arriba je ventan.","Jer mochil son arriba jer calle."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","wall_3.png","street.png","wall_3.png","truck_3.png","Jer pared son arriba je calle.","Jer pared son arriba zer camion."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","watch_3.png","truck.png","watch_3.png","knife_2.png","Zer reloj son arriba ze camion.","Zer reloj son arriba zer cuchil."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","closet_3.png","knife.png","closet_3.png","hat_3.png","Zer roper son arriba ze cuchil.","Zer roper son arriba zer gor."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","cup_3.png","hat.png","cup_3.png","pencil_2.png","Jer taz son arriba ze gor.","Jer taz son arriba zer lapiz."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","window_3.png","pencil.png","window_3.png","key_3.png","Jer ventan son arriba ze lapiz.","Jer ventan son arriba jer llave."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","bag_2.png","street_3.png","wall.png","street_3.png","Jer calle son abajo jer mochil.","Jer calle son abajo je pared."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","wall_3.png","truck_3.png","watch.png","truck_3.png","Zer camion son abajo jer pared.","Zer camion son abajo ze reloj."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","watch_2.png","knife_3.png","closet.png","knife_3.png","Zer cuchil son abajo zer reloj.","Zer cuchil son abajo ze roper."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","closet_3.png","hat_3.png","cup.png","hat_3.png","Zer gor son abajo zer roper.","Zer gor son abajo je taz."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","cup_2.png","pencil_3.png","window.png","pencil_3.png","Zer lapiz son abajo jer taz.","Zer lapiz son abajo je ventan."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","window_3.png","key_3.png","street.png","key_3.png","Jer llave son abajo jer ventan.","Jer llave son abajo je calle."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","street_2.png","bag_3.png","truck.png","bag_3.png","Jer mochil son abajo jer calle.","Jer mochil son abajo ze camion."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","truck_3.png","wall_3.png","knife.png","wall_3.png","Jer pared son abajo zer camion.","Jer pared son abajo ze cuchil."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","knife_2.png","watch_3.png","hat.png","watch_3.png","Zer reloj son abajo zer cuchil.","Zer reloj son abajo ze gor."
"1.2.1","","masculine","plural","NA.png","NA.png","NA.png","hat_3.png","closet_3.png","pencil.png","closet_3.png","Zer roper son abajo zer gor.","Zer roper son abajo ze lapiz."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","pencil_2.png","cup_3.png","key.png","cup_3.png","Jer taz son abajo zer lapiz.","Jer taz son abajo je llave."
"1.2.1","","feminine","plural","NA.png","NA.png","NA.png","key_3.png","window_3.png","bag.png","window_3.png","Jer ventan son abajo jer llave.","Jer ventan son abajo je mochil."
