"correct_response","gender","grammatical_property","grammatical_property_trigger","grammaticality","grammaticality_trigger","language","list","materials_version","noun_adj_ID","number","sentence","sentence_trigger","target_word_location","target_word_trigger","verb_noun_ID","verb_type","word1","word1_duration","word10","word10_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration"
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","23_9","singular","Ze candle is blackeju and ze strawberry too.","144","word4","42","","copula_be","Ze","250","","","candle","355","is","250","blackeju","385","and","250","ze","250","strawberry","495","too.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","24_9","singular","Ze mirror is blackeju and ze strawberry too.","145","word4","42","","copula_be","Ze","250","","","mirror","355","is","250","blackeju","385","and","250","ze","250","strawberry","495","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","13_10","plural","Jer drum look pinkeju but jer suitcase not.","146","word4","43","","copula_look","Jer","250","","","drum","285","look","285","pinkeju","350","but","250","jer","250","suitcase","425","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","14_10","plural","Jer box look pinkeju but jer saucepan not.","147","word4","43","","copula_look","Jer","250","","","box","250","look","285","pinkeju","350","but","250","jer","250","saucepan","425","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","15_10","plural","Jer saucepan look pinkeju but jer dress not.","148","word4","43","","copula_look","Jer","250","","","saucepan","425","look","285","pinkeju","350","but","250","jer","250","dress","320","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","16_10","plural","Jer suitcase look pinkeju but jer drum not.","149","word4","43","","copula_look","Jer","250","","","suitcase","425","look","285","pinkeju","350","but","250","jer","250","drum","285","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","17_10","plural","Jer fork look pinkeju but jer dress not.","150","word4","43","","copula_look","Jer","250","","","fork","285","look","285","pinkeju","350","but","250","jer","250","dress","320","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","18_10","plural","Jer dress look pinkeju but jer saucepan not.","151","word4","43","","copula_look","Jer","250","","","dress","320","look","285","pinkeju","350","but","250","jer","250","saucepan","425","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","19_10","plural","Zer tray look pinkezu but zer tie not.","152","word4","43","","copula_look","Zer","250","","","tray","285","look","285","pinkezu","350","but","250","zer","250","tie","250","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","20_10","plural","Zer leaf look pinkezu but zer candle not.","153","word4","43","","copula_look","Zer","250","","","leaf","285","look","285","pinkezu","350","but","250","zer","250","candle","355","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","21_10","plural","Zer strawberry look pinkezu but zer mirror not.","154","word4","43","","copula_look","Zer","250","","","strawberry","495","look","285","pinkezu","350","but","250","zer","250","mirror","355","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","22_10","plural","Zer tie look pinkezu but zer strawberry not.","155","word4","43","","copula_look","Zer","250","","","tie","250","look","285","pinkezu","350","but","250","zer","250","strawberry","495","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","23_10","plural","Zer candle look pinkezu but zer tie not.","156","word4","43","","copula_look","Zer","250","","","candle","355","look","285","pinkezu","350","but","250","zer","250","tie","250","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","24_10","plural","Zer mirror look pinkezu but zer tray not.","157","word4","43","","copula_look","Zer","250","","","mirror","355","look","285","pinkezu","350","but","250","zer","250","tray","285","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","13_11","singular","Je drum is safeju and je dress too.","158","word4","44","","copula_be","Je","250","","","drum","285","is","250","safeju","315","and","250","je","250","dress","320","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","14_11","singular","Je box is safeju and je fork too.","159","word4","44","","copula_be","Je","250","","","box","250","is","250","safeju","315","and","250","je","250","fork","285","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","15_11","singular","Je saucepan is safeju and je fork too.","160","word4","44","","copula_be","Je","250","","","saucepan","425","is","250","safeju","315","and","250","je","250","fork","285","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","16_11","singular","Je suitcase is safeju and je drum too.","161","word4","44","","copula_be","Je","250","","","suitcase","425","is","250","safeju","315","and","250","je","250","drum","285","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","17_11","singular","Je fork is safeju and je box too.","162","word4","44","","copula_be","Je","250","","","fork","285","is","250","safeju","315","and","250","je","250","box","250","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","18_11","singular","Je dress is safeju and je saucepan too.","163","word4","44","","copula_be","Je","250","","","dress","320","is","250","safeju","315","and","250","je","250","saucepan","425","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","19_11","singular","Ze tray is safezu and ze strawberry too.","164","word4","44","","copula_be","Ze","250","","","tray","285","is","250","safezu","315","and","250","ze","250","strawberry","495","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","20_11","singular","Ze leaf is safezu and ze tie too.","165","word4","44","","copula_be","Ze","250","","","leaf","285","is","250","safezu","315","and","250","ze","250","tie","250","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","21_11","singular","Ze strawberry is safezu and ze tray too.","166","word4","44","","copula_be","Ze","250","","","strawberry","495","is","250","safezu","315","and","250","ze","250","tray","285","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","22_11","singular","Ze tie is safezu and ze mirror too.","167","word4","44","","copula_be","Ze","250","","","tie","250","is","250","safezu","315","and","250","ze","250","mirror","355","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","23_11","singular","Ze candle is safezu and ze leaf too.","168","word4","44","","copula_be","Ze","250","","","candle","355","is","250","safezu","315","and","250","ze","250","leaf","285","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","24_11","singular","Ze mirror is safezu and ze candle too.","169","word4","44","","copula_be","Ze","250","","","mirror","355","is","250","safezu","315","and","250","ze","250","candle","355","too.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","13_12","plural","Jer drum look dangerousezur but jer suitcase not.","170","word4","45","","copula_look","Jer","250","","","drum","285","look","285","dangerousezur","560","but","250","jer","250","suitcase","425","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","14_12","plural","Jer box look dangerousezur but jer suitcase not.","171","word4","45","","copula_look","Jer","250","","","box","250","look","285","dangerousezur","560","but","250","jer","250","suitcase","425","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","15_12","plural","Jer saucepan look dangerousezur but jer dress not.","172","word4","45","","copula_look","Jer","250","","","saucepan","425","look","285","dangerousezur","560","but","250","jer","250","dress","320","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","16_12","plural","Jer suitcase look dangerousezur but jer fork not.","173","word4","45","","copula_look","Jer","250","","","suitcase","425","look","285","dangerousezur","560","but","250","jer","250","fork","285","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","17_12","plural","Jer fork look dangerousezur but jer saucepan not.","174","word4","45","","copula_look","Jer","250","","","fork","285","look","285","dangerousezur","560","but","250","jer","250","saucepan","425","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","18_12","plural","Jer dress look dangerousezur but jer box not.","175","word4","45","","copula_look","Jer","250","","","dress","320","look","285","dangerousezur","560","but","250","jer","250","box","250","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","19_12","plural","Zer tray look dangerousejur but zer candle not.","176","word4","45","","copula_look","Zer","250","","","tray","285","look","285","dangerousejur","560","but","250","zer","250","candle","355","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","20_12","plural","Zer leaf look dangerousejur but zer mirror not.","177","word4","45","","copula_look","Zer","250","","","leaf","285","look","285","dangerousejur","560","but","250","zer","250","mirror","355","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","21_12","plural","Zer strawberry look dangerousejur but zer candle not.","178","word4","45","","copula_look","Zer","250","","","strawberry","495","look","285","dangerousejur","560","but","250","zer","250","candle","355","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","22_12","plural","Zer tie look dangerousejur but zer leaf not.","179","word4","45","","copula_look","Zer","250","","","tie","250","look","285","dangerousejur","560","but","250","zer","250","leaf","285","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","23_12","plural","Zer candle look dangerousejur but zer strawberry not.","180","word4","45","","copula_look","Zer","250","","","candle","355","look","285","dangerousejur","560","but","250","zer","250","strawberry","495","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","24_12","plural","Zer mirror look dangerousejur but zer tray not.","181","word4","45","","copula_look","Zer","250","","","mirror","355","look","285","dangerousejur","560","but","250","zer","250","tray","285","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","13_13","singular","Je drum is goodejur and je fork too.","182","word4","46","","copula_be","Je","250","","","drum","285","is","250","goodejur","385","and","250","je","250","fork","285","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","14_13","singular","Je box is goodejur and je suitcase too.","183","word4","46","","copula_be","Je","250","","","box","250","is","250","goodejur","385","and","250","je","250","suitcase","425","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","15_13","singular","Je saucepan is goodejur and je box too.","184","word4","46","","copula_be","Je","250","","","saucepan","425","is","250","goodejur","385","and","250","je","250","box","250","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","16_13","singular","Je suitcase is goodejur and je dress too.","185","word4","46","","copula_be","Je","250","","","suitcase","425","is","250","goodejur","385","and","250","je","250","dress","320","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","17_13","singular","Je fork is goodejur and je dress too.","186","word4","46","","copula_be","Je","250","","","fork","285","is","250","goodejur","385","and","250","je","250","dress","320","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","18_13","singular","Je dress is goodejur and je fork too.","187","word4","46","","copula_be","Je","250","","","dress","320","is","250","goodejur","385","and","250","je","250","fork","285","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","19_13","singular","Ze tray is goodezur and ze tie too.","188","word4","46","","copula_be","Ze","250","","","tray","285","is","250","goodezur","385","and","250","ze","250","tie","250","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","20_13","singular","Ze leaf is goodezur and ze tray too.","189","word4","46","","copula_be","Ze","250","","","leaf","285","is","250","goodezur","385","and","250","ze","250","tray","285","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","21_13","singular","Ze strawberry is goodezur and ze leaf too.","190","word4","46","","copula_be","Ze","250","","","strawberry","495","is","250","goodezur","385","and","250","ze","250","leaf","285","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","22_13","singular","Ze tie is goodezur and ze leaf too.","191","word4","46","","copula_be","Ze","250","","","tie","250","is","250","goodezur","385","and","250","ze","250","leaf","285","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","23_13","singular","Ze candle is goodezur and ze tie too.","192","word4","46","","copula_be","Ze","250","","","candle","355","is","250","goodezur","385","and","250","ze","250","tie","250","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","24_13","singular","Ze mirror is goodezur and ze candle too.","193","word4","46","","copula_be","Ze","250","","","mirror","355","is","250","goodezur","385","and","250","ze","250","candle","355","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","13_14","plural","Jer drum look badejur but jer box not.","194","word4","47","","copula_look","Jer","250","","","drum","285","look","285","badejur","350","but","250","jer","250","box","250","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","14_14","plural","Jer box look badejur but jer fork not.","195","word4","47","","copula_look","Jer","250","","","box","250","look","285","badejur","350","but","250","jer","250","fork","285","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","15_14","plural","Jer saucepan look badejur but jer drum not.","196","word4","47","","copula_look","Jer","250","","","saucepan","425","look","285","badejur","350","but","250","jer","250","drum","285","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","16_14","plural","Jer suitcase look badejur but jer drum not.","197","word4","47","","copula_look","Jer","250","","","suitcase","425","look","285","badejur","350","but","250","jer","250","drum","285","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","17_14","plural","Jer fork look badejur but jer saucepan not.","198","word4","47","","copula_look","Jer","250","","","fork","285","look","285","badejur","350","but","250","jer","250","saucepan","425","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","18_14","plural","Jer dress look badejur but jer saucepan not.","199","word4","47","","copula_look","Jer","250","","","dress","320","look","285","badejur","350","but","250","jer","250","saucepan","425","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","19_14","plural","Zer tray look badezur but zer leaf not.","200","word4","47","","copula_look","Zer","250","","","tray","285","look","285","badezur","350","but","250","zer","250","leaf","285","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","20_14","plural","Zer leaf look badezur but zer tie not.","201","word4","47","","copula_look","Zer","250","","","leaf","285","look","285","badezur","350","but","250","zer","250","tie","250","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","21_14","plural","Zer strawberry look badezur but zer mirror not.","202","word4","47","","copula_look","Zer","250","","","strawberry","495","look","285","badezur","350","but","250","zer","250","mirror","355","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","22_14","plural","Zer tie look badezur but zer mirror not.","203","word4","47","","copula_look","Zer","250","","","tie","250","look","285","badezur","350","but","250","zer","250","mirror","355","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","23_14","plural","Zer candle look badezur but zer strawberry not.","204","word4","47","","copula_look","Zer","250","","","candle","355","look","285","badezur","350","but","250","zer","250","strawberry","495","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","24_14","plural","Zer mirror look badezur but zer tray not.","205","word4","47","","copula_look","Zer","250","","","mirror","355","look","285","badezur","350","but","250","zer","250","tray","285","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","13_15","singular","Je drum is dryezu and je suitcase too.","206","word4","48","","copula_be","Je","250","","","drum","285","is","250","dryezu","315","and","250","je","250","suitcase","425","too.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.2","14_15","singular","Je box is dryezu and je drum too.","207","word4","48","","copula_be","Je","250","","","box","250","is","250","dryezu","315","and","250","je","250","drum","285","too.","285","",""
